Size of star motif,10,,,,100,,,,1000,,,,10000,,,,100000,,,
Graph,XH,NodePP,Order,Ours,XH,NodePP,Order,Ours,XH,NodePP,Order,Ours
Deezer,.706,3.030,.656,.014,.932,3.880,.790,.060,15.691,24.170,3.602,1.126
Amazon,3.515,28.700,4.484,.030,3.913,17.540,4.486,.090,18.378,27.930,7.587,1.119
Orkut,85.601,32360.640,174.038,.590,100.141,27237.840,172.830,1.100,102.209,22307.280,177.237,2.167,2273.299,37436.640,357.836,50.246,714431.870,299596.500,16278.616,4572.371
Wise,85.601,32360.640,174.038,.590,100.141,27237.840,172.830,1.100,102.209,22307.280,177.237,2.167,2273.299,37436.640,357.836,50.246,714431.870,299596.500,16278.616,4572.371
